qid,question,topic_key,topic,gold_row_no,gold_chroma_id,gold_title,linh_vuc,variant,difficulty,in_scope,oos_kind,chosen_tool,expected,hit
Q0664,đăng ký mẫu con dấu mới lệ phí bao nhiêu,con_dau_moi,đăng ký mẫu con dấu mới,66,65,Đăng ký mẫu con dấu mới (thực hiện tại cấp tỉnh),"Đăng ký, quản lý con dấu",facet_fee,easy,1,,get_procedure,get_procedure|search_procedures,1
Q0665,đăng ký mẫu con dấu mới làm online được không,con_dau_moi,đăng ký mẫu con dấu mới,66,65,Đăng ký mẫu con dấu mới (thực hiện tại cấp tỉnh),"Đăng ký, quản lý con dấu",facet_online,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0666,đăng ký mẫu con dấu mới nộp ở đâu,con_dau_moi,đăng ký mẫu con dấu mới,66,65,Đăng ký mẫu con dấu mới (thực hiện tại cấp tỉnh),"Đăng ký, quản lý con dấu",facet_place,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0667,hồ sơ đăng ký mẫu con dấu mới gồm những gì,con_dau_moi,đăng ký mẫu con dấu mới,66,65,Đăng ký mẫu con dấu mới (thực hiện tại cấp tỉnh),"Đăng ký, quản lý con dấu",facet_docs,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0668,đăng ký mẫu con dấu mới có mất phí không,con_dau_moi,đăng ký mẫu con dấu mới,66,65,Đăng ký mẫu con dấu mới (thực hiện tại cấp tỉnh),"Đăng ký, quản lý con dấu",facet_fee,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0669,đăng ký mẫu con dấu mới mất bao lâu,con_dau_moi,đăng ký mẫu con dấu mới,66,65,Đăng ký mẫu con dấu mới (thực hiện tại cấp tỉnh),"Đăng ký, quản lý con dấu",facet_time,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0670,đăng ký mẫu con dấu mới cần giấy tờ gì,con_dau_moi,đăng ký mẫu con dấu mới,66,65,Đăng ký mẫu con dấu mới (thực hiện tại cấp tỉnh),"Đăng ký, quản lý con dấu",facet_docs,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0671,Ho so dang ky mau con dau lan dau gom nhung gi,con_dau_moi,đăng ký mẫu con dấu mới,66,65,Đăng ký mẫu con dấu mới (thực hiện tại cấp tỉnh),"Đăng ký, quản lý con dấu",no_diacritics,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0672,công ty mới thành lập muốn khắc con dấu thì đk ở đâu,con_dau_moi,đăng ký mẫu con dấu mới,66,65,Đăng ký mẫu con dấu mới (thực hiện tại cấp tỉnh),"Đăng ký, quản lý con dấu",abbrev,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0673,đăng ký mẫu condấu mới cần giấy tờ gì,con_dau_moi,đăng ký mẫu con dấu mới,66,65,Đăng ký mẫu con dấu mới (thực hiện tại cấp tỉnh),"Đăng ký, quản lý con dấu",typo,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0674,đăng ký mẫu con dấu mới,con_dau_moi,đăng ký mẫu con dấu mới,66,65,Đăng ký mẫu con dấu mới (thực hiện tại cấp tỉnh),"Đăng ký, quản lý con dấu",keyword,medium,1,,search_procedures,get_procedure|search_procedures,1
Q0675,anh chị ơi công ty mới thành lập muốn khắc con dấu thì đăng ký ở đâu v,con_dau_moi,đăng ký mẫu con dấu mới,66,65,Đăng ký mẫu con dấu mới (thực hiện tại cấp tỉnh),"Đăng ký, quản lý con dấu",colloquial,medium,1,,search_procedures,get_procedure|search_procedures,1
Q0676,"Con dấu công ty tôi bị mất, đăng ký lại thế nào",con_dau_lai,đăng ký lại mẫu con dấu,50,49,Đăng ký lại mẫu con dấu (thực hiện tại cấp tỉnh),"Đăng ký, quản lý con dấu",situational,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0677,"Dấu cũ mòn không rõ nét, xin đăng ký lại được không",con_dau_lai,đăng ký lại mẫu con dấu,50,49,Đăng ký lại mẫu con dấu (thực hiện tại cấp tỉnh),"Đăng ký, quản lý con dấu",situational,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0678,hồ sơ đăng ký lại mẫu con dấu gồm những gì,con_dau_lai,đăng ký lại mẫu con dấu,50,49,Đăng ký lại mẫu con dấu (thực hiện tại cấp tỉnh),"Đăng ký, quản lý con dấu",facet_docs,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0679,đăng ký lại mẫu con dấu mất bao lâu,con_dau_lai,đăng ký lại mẫu con dấu,50,49,Đăng ký lại mẫu con dấu (thực hiện tại cấp tỉnh),"Đăng ký, quản lý con dấu",facet_time,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0680,đăng ký lại mẫu con dấu làm online được không,con_dau_lai,đăng ký lại mẫu con dấu,50,49,Đăng ký lại mẫu con dấu (thực hiện tại cấp tỉnh),"Đăng ký, quản lý con dấu",facet_online,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0681,đăng ký lại mẫu con dấu nộp ở đâu,con_dau_lai,đăng ký lại mẫu con dấu,50,49,Đăng ký lại mẫu con dấu (thực hiện tại cấp tỉnh),"Đăng ký, quản lý con dấu",facet_place,easy,1,,get_procedure,get_procedure|search_procedures,1
Q0682,đăng ký lại mẫu con dấu lệ phí bao nhiêu,con_dau_lai,đăng ký lại mẫu con dấu,50,49,Đăng ký lại mẫu con dấu (thực hiện tại cấp tỉnh),"Đăng ký, quản lý con dấu",facet_fee,easy,1,,get_procedure,get_procedure|search_procedures,1
Q0683,đăng ký lại mẫu con dấu bao nhiêu ngày thì xong,con_dau_lai,đăng ký lại mẫu con dấu,50,49,Đăng ký lại mẫu con dấu (thực hiện tại cấp tỉnh),"Đăng ký, quản lý con dấu",facet_time,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0684,đăng ký lại mẫu con dấu cần giấy tờ gì,con_dau_lai,đăng ký lại mẫu con dấu,50,49,Đăng ký lại mẫu con dấu (thực hiện tại cấp tỉnh),"Đăng ký, quản lý con dấu",facet_docs,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0685,đăng ký lại mẫu con dấu có mất phí không,con_dau_lai,đăng ký lại mẫu con dấu,50,49,Đăng ký lại mẫu con dấu (thực hiện tại cấp tỉnh),"Đăng ký, quản lý con dấu",facet_fee,easy,1,,get_procedure,get_procedure|search_procedures,1
Q0686,dang ky lai mau con dau can giay to gi,con_dau_lai,đăng ký lại mẫu con dấu,50,49,Đăng ký lại mẫu con dấu (thực hiện tại cấp tỉnh),"Đăng ký, quản lý con dấu",no_diacritics,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0687,"dấu cũ mòn ko rõ nét, xin đk lại dc ko",con_dau_lai,đăng ký lại mẫu con dấu,50,49,Đăng ký lại mẫu con dấu (thực hiện tại cấp tỉnh),"Đăng ký, quản lý con dấu",abbrev,hard,1,,none,get_procedure|search_procedures,0
Q0688,"Dấu cũ mòn không rõ nét, xin đăng ký lại được khôông",con_dau_lai,đăng ký lại mẫu con dấu,50,49,Đăng ký lại mẫu con dấu (thực hiện tại cấp tỉnh),"Đăng ký, quản lý con dấu",typo,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0689,đăng ký lại mẫu con dấu bao lâu,con_dau_lai,đăng ký lại mẫu con dấu,50,49,Đăng ký lại mẫu con dấu (thực hiện tại cấp tỉnh),"Đăng ký, quản lý con dấu",keyword,medium,1,,search_procedures,get_procedure|search_procedures,1
Q0690,"anh chị ơi dấu cũ mòn không rõ nét, xin đăng ký lại được không",con_dau_lai,đăng ký lại mẫu con dấu,50,49,Đăng ký lại mẫu con dấu (thực hiện tại cấp tỉnh),"Đăng ký, quản lý con dấu",colloquial,medium,1,,search_procedures,get_procedure|search_procedures,1
Q0691,"Công ty tôi mở thêm chi nhánh, muốn khắc thêm một con dấu nữa",con_dau_them,đăng ký thêm con dấu,51,50,Đăng ký thêm con dấu (thực hiện tại cấp tỉnh),"Đăng ký, quản lý con dấu",situational,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0692,Đăng ký thêm con dấu thứ hai có được không,con_dau_them,đăng ký thêm con dấu,51,50,Đăng ký thêm con dấu (thực hiện tại cấp tỉnh),"Đăng ký, quản lý con dấu",situational,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0693,đăng ký thêm con dấu cần giấy tờ gì,con_dau_them,đăng ký thêm con dấu,51,50,Đăng ký thêm con dấu (thực hiện tại cấp tỉnh),"Đăng ký, quản lý con dấu",facet_docs,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0694,đăng ký thêm con dấu bao nhiêu ngày thì xong,con_dau_them,đăng ký thêm con dấu,51,50,Đăng ký thêm con dấu (thực hiện tại cấp tỉnh),"Đăng ký, quản lý con dấu",facet_time,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0695,đăng ký thêm con dấu mất bao lâu,con_dau_them,đăng ký thêm con dấu,51,50,Đăng ký thêm con dấu (thực hiện tại cấp tỉnh),"Đăng ký, quản lý con dấu",facet_time,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0696,đăng ký thêm con dấu lệ phí bao nhiêu,con_dau_them,đăng ký thêm con dấu,51,50,Đăng ký thêm con dấu (thực hiện tại cấp tỉnh),"Đăng ký, quản lý con dấu",facet_fee,easy,1,,get_procedure,get_procedure|search_procedures,1
Q0697,đăng ký thêm con dấu có mất phí không,con_dau_them,đăng ký thêm con dấu,51,50,Đăng ký thêm con dấu (thực hiện tại cấp tỉnh),"Đăng ký, quản lý con dấu",facet_fee,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0698,đăng ký thêm con dấu làm online được không,con_dau_them,đăng ký thêm con dấu,51,50,Đăng ký thêm con dấu (thực hiện tại cấp tỉnh),"Đăng ký, quản lý con dấu",facet_online,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0699,đăng ký thêm con dấu nộp ở đâu,con_dau_them,đăng ký thêm con dấu,51,50,Đăng ký thêm con dấu (thực hiện tại cấp tỉnh),"Đăng ký, quản lý con dấu",facet_place,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0700,hồ sơ đăng ký thêm con dấu gồm những gì,con_dau_them,đăng ký thêm con dấu,51,50,Đăng ký thêm con dấu (thực hiện tại cấp tỉnh),"Đăng ký, quản lý con dấu",facet_docs,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0701,Dang ky them con dau thu hai co duoc khong,con_dau_them,đăng ký thêm con dấu,51,50,Đăng ký thêm con dấu (thực hiện tại cấp tỉnh),"Đăng ký, quản lý con dấu",no_diacritics,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0702,"công ty t mở thêm chi nhánh, muốn khắc thêm một con dấu nữa",con_dau_them,đăng ký thêm con dấu,51,50,Đăng ký thêm con dấu (thực hiện tại cấp tỉnh),"Đăng ký, quản lý con dấu",abbrev,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0703,Đăng ký thêm con dấu thứ hai cóó được không,con_dau_them,đăng ký thêm con dấu,51,50,Đăng ký thêm con dấu (thực hiện tại cấp tỉnh),"Đăng ký, quản lý con dấu",typo,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0704,đăng ký thêm con dấu ở đâu,con_dau_them,đăng ký thêm con dấu,51,50,Đăng ký thêm con dấu (thực hiện tại cấp tỉnh),"Đăng ký, quản lý con dấu",keyword,medium,1,,search_procedures,get_procedure|search_procedures,1
Q0705,"ad ơi công ty tôi mở thêm chi nhánh, muốn khắc thêm một con dấu nữa ạ",con_dau_them,đăng ký thêm con dấu,51,50,Đăng ký thêm con dấu (thực hiện tại cấp tỉnh),"Đăng ký, quản lý con dấu",colloquial,medium,1,,search_procedures,get_procedure|search_procedures,1
Q0706,Đơn vị tôi cần làm dấu nổi để đóng lên phôi bằng,con_dau_dac_biet,đăng ký dấu nổi dấu thu nhỏ dấu xi,53,52,"Đăng ký dấu nổi, dấu thu nhỏ, dấu xi (thực hiện tại cấp tỉnh)","Đăng ký, quản lý con dấu",situational,hard,1,,none,get_procedure|search_procedures,0
Q0707,Thủ tục đăng ký dấu xi và dấu thu nhỏ,con_dau_dac_biet,đăng ký dấu nổi dấu thu nhỏ dấu xi,53,52,"Đăng ký dấu nổi, dấu thu nhỏ, dấu xi (thực hiện tại cấp tỉnh)","Đăng ký, quản lý con dấu",situational,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0708,đăng ký dấu nổi dấu thu nhỏ dấu xi nộp ở đâu,con_dau_dac_biet,đăng ký dấu nổi dấu thu nhỏ dấu xi,53,52,"Đăng ký dấu nổi, dấu thu nhỏ, dấu xi (thực hiện tại cấp tỉnh)","Đăng ký, quản lý con dấu",facet_place,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0709,đăng ký dấu nổi dấu thu nhỏ dấu xi có mất phí không,con_dau_dac_biet,đăng ký dấu nổi dấu thu nhỏ dấu xi,53,52,"Đăng ký dấu nổi, dấu thu nhỏ, dấu xi (thực hiện tại cấp tỉnh)","Đăng ký, quản lý con dấu",facet_fee,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0710,đăng ký dấu nổi dấu thu nhỏ dấu xi bao nhiêu ngày thì xong,con_dau_dac_biet,đăng ký dấu nổi dấu thu nhỏ dấu xi,53,52,"Đăng ký dấu nổi, dấu thu nhỏ, dấu xi (thực hiện tại cấp tỉnh)","Đăng ký, quản lý con dấu",facet_time,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0711,đăng ký dấu nổi dấu thu nhỏ dấu xi lệ phí bao nhiêu,con_dau_dac_biet,đăng ký dấu nổi dấu thu nhỏ dấu xi,53,52,"Đăng ký dấu nổi, dấu thu nhỏ, dấu xi (thực hiện tại cấp tỉnh)","Đăng ký, quản lý con dấu",facet_fee,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0712,đăng ký dấu nổi dấu thu nhỏ dấu xi làm online được không,con_dau_dac_biet,đăng ký dấu nổi dấu thu nhỏ dấu xi,53,52,"Đăng ký dấu nổi, dấu thu nhỏ, dấu xi (thực hiện tại cấp tỉnh)","Đăng ký, quản lý con dấu",facet_online,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0713,đăng ký dấu nổi dấu thu nhỏ dấu xi cần giấy tờ gì,con_dau_dac_biet,đăng ký dấu nổi dấu thu nhỏ dấu xi,53,52,"Đăng ký dấu nổi, dấu thu nhỏ, dấu xi (thực hiện tại cấp tỉnh)","Đăng ký, quản lý con dấu",facet_docs,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0714,đăng ký dấu nổi dấu thu nhỏ dấu xi mất bao lâu,con_dau_dac_biet,đăng ký dấu nổi dấu thu nhỏ dấu xi,53,52,"Đăng ký dấu nổi, dấu thu nhỏ, dấu xi (thực hiện tại cấp tỉnh)","Đăng ký, quản lý con dấu",facet_time,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0715,hồ sơ đăng ký dấu nổi dấu thu nhỏ dấu xi gồm những gì,con_dau_dac_biet,đăng ký dấu nổi dấu thu nhỏ dấu xi,53,52,"Đăng ký dấu nổi, dấu thu nhỏ, dấu xi (thực hiện tại cấp tỉnh)","Đăng ký, quản lý con dấu",facet_docs,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0716,dang ky dau noi dau thu nho dau xi can giay to gi,con_dau_dac_biet,đăng ký dấu nổi dấu thu nhỏ dấu xi,53,52,"Đăng ký dấu nổi, dấu thu nhỏ, dấu xi (thực hiện tại cấp tỉnh)","Đăng ký, quản lý con dấu",no_diacritics,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0717,tt đk dấu xi và dấu thu nhỏ,con_dau_dac_biet,đăng ký dấu nổi dấu thu nhỏ dấu xi,53,52,"Đăng ký dấu nổi, dấu thu nhỏ, dấu xi (thực hiện tại cấp tỉnh)","Đăng ký, quản lý con dấu",abbrev,hard,1,,none,get_procedure|search_procedures,0
Q0718,Thủ tụcđăng ký dấu xi và dấu thu nhỏ,con_dau_dac_biet,đăng ký dấu nổi dấu thu nhỏ dấu xi,53,52,"Đăng ký dấu nổi, dấu thu nhỏ, dấu xi (thực hiện tại cấp tỉnh)","Đăng ký, quản lý con dấu",typo,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0719,đăng ký dấu nổi dấu thu nhỏ dấu xi cần gì,con_dau_dac_biet,đăng ký dấu nổi dấu thu nhỏ dấu xi,53,52,"Đăng ký dấu nổi, dấu thu nhỏ, dấu xi (thực hiện tại cấp tỉnh)","Đăng ký, quản lý con dấu",keyword,medium,1,,search_procedures,get_procedure|search_procedures,1
Q0720,ad ơi đơn vị tôi cần làm dấu nổi để đóng lên phôi bằng v,con_dau_dac_biet,đăng ký dấu nổi dấu thu nhỏ dấu xi,53,52,"Đăng ký dấu nổi, dấu thu nhỏ, dấu xi (thực hiện tại cấp tỉnh)","Đăng ký, quản lý con dấu",colloquial,medium,1,,none,get_procedure|search_procedures,0
Q0721,Giấy chứng nhận đăng ký mẫu dấu của công ty bị thất lạc,gcn_con_dau,đổi cấp lại giấy chứng nhận đăng ký mẫu con dấu,56,55,"Đổi, cấp lại Giấy chứng nhận đăng ký mẫu con dấu (thực hiện tại cấp tỉnh)","Đăng ký, quản lý con dấu",situational,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0722,Xin cấp lại giấy chứng nhận mẫu con dấu ở đâu,gcn_con_dau,đổi cấp lại giấy chứng nhận đăng ký mẫu con dấu,56,55,"Đổi, cấp lại Giấy chứng nhận đăng ký mẫu con dấu (thực hiện tại cấp tỉnh)","Đăng ký, quản lý con dấu",situational,hard,1,,get_procedure,get_procedure|search_procedures,1
Q0723,hồ sơ đổi cấp lại giấy chứng nhận đăng ký mẫu con dấu gồm những gì,gcn_con_dau,đổi cấp lại giấy chứng nhận đăng ký mẫu con dấu,56,55,"Đổi, cấp lại Giấy chứng nhận đăng ký mẫu con dấu (thực hiện tại cấp tỉnh)","Đăng ký, quản lý con dấu",facet_docs,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0724,đổi cấp lại giấy chứng nhận đăng ký mẫu con dấu nộp ở đâu,gcn_con_dau,đổi cấp lại giấy chứng nhận đăng ký mẫu con dấu,56,55,"Đổi, cấp lại Giấy chứng nhận đăng ký mẫu con dấu (thực hiện tại cấp tỉnh)","Đăng ký, quản lý con dấu",facet_place,easy,1,,get_procedure,get_procedure|search_procedures,1
Q0725,đổi cấp lại giấy chứng nhận đăng ký mẫu con dấu có mất phí không,gcn_con_dau,đổi cấp lại giấy chứng nhận đăng ký mẫu con dấu,56,55,"Đổi, cấp lại Giấy chứng nhận đăng ký mẫu con dấu (thực hiện tại cấp tỉnh)","Đăng ký, quản lý con dấu",facet_fee,easy,1,,get_procedure,get_procedure|search_procedures,1
Q0726,đổi cấp lại giấy chứng nhận đăng ký mẫu con dấu bao nhiêu ngày thì xong,gcn_con_dau,đổi cấp lại giấy chứng nhận đăng ký mẫu con dấu,56,55,"Đổi, cấp lại Giấy chứng nhận đăng ký mẫu con dấu (thực hiện tại cấp tỉnh)","Đăng ký, quản lý con dấu",facet_time,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0727,đổi cấp lại giấy chứng nhận đăng ký mẫu con dấu cần giấy tờ gì,gcn_con_dau,đổi cấp lại giấy chứng nhận đăng ký mẫu con dấu,56,55,"Đổi, cấp lại Giấy chứng nhận đăng ký mẫu con dấu (thực hiện tại cấp tỉnh)","Đăng ký, quản lý con dấu",facet_docs,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0728,đổi cấp lại giấy chứng nhận đăng ký mẫu con dấu mất bao lâu,gcn_con_dau,đổi cấp lại giấy chứng nhận đăng ký mẫu con dấu,56,55,"Đổi, cấp lại Giấy chứng nhận đăng ký mẫu con dấu (thực hiện tại cấp tỉnh)","Đăng ký, quản lý con dấu",facet_time,easy,1,,get_procedure,get_procedure|search_procedures,1
Q0729,đổi cấp lại giấy chứng nhận đăng ký mẫu con dấu lệ phí bao nhiêu,gcn_con_dau,đổi cấp lại giấy chứng nhận đăng ký mẫu con dấu,56,55,"Đổi, cấp lại Giấy chứng nhận đăng ký mẫu con dấu (thực hiện tại cấp tỉnh)","Đăng ký, quản lý con dấu",facet_fee,easy,1,,get_procedure,get_procedure|search_procedures,1
Q0730,đổi cấp lại giấy chứng nhận đăng ký mẫu con dấu làm online được không,gcn_con_dau,đổi cấp lại giấy chứng nhận đăng ký mẫu con dấu,56,55,"Đổi, cấp lại Giấy chứng nhận đăng ký mẫu con dấu (thực hiện tại cấp tỉnh)","Đăng ký, quản lý con dấu",facet_online,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0731,Giay chung nhan dang ky mau dau cua cong ty bi that lac,gcn_con_dau,đổi cấp lại giấy chứng nhận đăng ký mẫu con dấu,56,55,"Đổi, cấp lại Giấy chứng nhận đăng ký mẫu con dấu (thực hiện tại cấp tỉnh)","Đăng ký, quản lý con dấu",no_diacritics,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0732,giấy chứng nhận đk mẫu dấu của công ty bị thất lạc,gcn_con_dau,đổi cấp lại giấy chứng nhận đăng ký mẫu con dấu,56,55,"Đổi, cấp lại Giấy chứng nhận đăng ký mẫu con dấu (thực hiện tại cấp tỉnh)","Đăng ký, quản lý con dấu",abbrev,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0733,đổi cấp lại giấy chứng nhận đăng ký mẫu con dấucần giấy tờ gì,gcn_con_dau,đổi cấp lại giấy chứng nhận đăng ký mẫu con dấu,56,55,"Đổi, cấp lại Giấy chứng nhận đăng ký mẫu con dấu (thực hiện tại cấp tỉnh)","Đăng ký, quản lý con dấu",typo,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0734,đổi cấp lại giấy chứng nhận đăng ký mẫu con dấu hồ sơ,gcn_con_dau,đổi cấp lại giấy chứng nhận đăng ký mẫu con dấu,56,55,"Đổi, cấp lại Giấy chứng nhận đăng ký mẫu con dấu (thực hiện tại cấp tỉnh)","Đăng ký, quản lý con dấu",keyword,medium,1,,get_procedure,get_procedure|search_procedures,1
Q0735,ad ơi xin cấp lại giấy chứng nhận mẫu con dấu ở đâu ?,gcn_con_dau,đổi cấp lại giấy chứng nhận đăng ký mẫu con dấu,56,55,"Đổi, cấp lại Giấy chứng nhận đăng ký mẫu con dấu (thực hiện tại cấp tỉnh)","Đăng ký, quản lý con dấu",colloquial,medium,1,,get_procedure,get_procedure|search_procedures,1
Q0736,"Tôi mở tiệm cầm đồ, nghe nói phải xin giấy đủ điều kiện an ninh trật tự",antt_cap_moi,cấp mới giấy chứng nhận đủ điều kiện về an ninh trật tự,46;47,45;46,"Cấp mới Giấy chứng nhận đủ điều kiện về an ninh, trật tự (thực hiện tại cấp tỉnh) | Cấp mới Giấy chứng nhận đủ điều kiện về an ninh, trật tự thực hiện tại Cục",Quản lý ngành nghề kinh doanh có điều kiện,situational,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0737,Kinh doanh karaoke cần giấy chứng nhận an ninh trật tự không,antt_cap_moi,cấp mới giấy chứng nhận đủ điều kiện về an ninh trật tự,46;47,45;46,"Cấp mới Giấy chứng nhận đủ điều kiện về an ninh, trật tự (thực hiện tại cấp tỉnh) | Cấp mới Giấy chứng nhận đủ điều kiện về an ninh, trật tự thực hiện tại Cục",Quản lý ngành nghề kinh doanh có điều kiện,situational,hard,1,,search_procedures,get_procedure|search_procedures,1
Q0738,cấp mới giấy chứng nhận đủ điều kiện về an ninh trật tự lệ phí bao nhiêu,antt_cap_moi,cấp mới giấy chứng nhận đủ điều kiện về an ninh trật tự,46;47,45;46,"Cấp mới Giấy chứng nhận đủ điều kiện về an ninh, trật tự (thực hiện tại cấp tỉnh) | Cấp mới Giấy chứng nhận đủ điều kiện về an ninh, trật tự thực hiện tại Cục",Quản lý ngành nghề kinh doanh có điều kiện,facet_fee,easy,1,,get_procedure,get_procedure|search_procedures,1
Q0739,cấp mới giấy chứng nhận đủ điều kiện về an ninh trật tự làm online được không,antt_cap_moi,cấp mới giấy chứng nhận đủ điều kiện về an ninh trật tự,46;47,45;46,"Cấp mới Giấy chứng nhận đủ điều kiện về an ninh, trật tự (thực hiện tại cấp tỉnh) | Cấp mới Giấy chứng nhận đủ điều kiện về an ninh, trật tự thực hiện tại Cục",Quản lý ngành nghề kinh doanh có điều kiện,facet_online,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0740,cấp mới giấy chứng nhận đủ điều kiện về an ninh trật tự có mất phí không,antt_cap_moi,cấp mới giấy chứng nhận đủ điều kiện về an ninh trật tự,46;47,45;46,"Cấp mới Giấy chứng nhận đủ điều kiện về an ninh, trật tự (thực hiện tại cấp tỉnh) | Cấp mới Giấy chứng nhận đủ điều kiện về an ninh, trật tự thực hiện tại Cục",Quản lý ngành nghề kinh doanh có điều kiện,facet_fee,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0741,cấp mới giấy chứng nhận đủ điều kiện về an ninh trật tự bao nhiêu ngày thì xong,antt_cap_moi,cấp mới giấy chứng nhận đủ điều kiện về an ninh trật tự,46;47,45;46,"Cấp mới Giấy chứng nhận đủ điều kiện về an ninh, trật tự (thực hiện tại cấp tỉnh) | Cấp mới Giấy chứng nhận đủ điều kiện về an ninh, trật tự thực hiện tại Cục",Quản lý ngành nghề kinh doanh có điều kiện,facet_time,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0742,cấp mới giấy chứng nhận đủ điều kiện về an ninh trật tự cần giấy tờ gì,antt_cap_moi,cấp mới giấy chứng nhận đủ điều kiện về an ninh trật tự,46;47,45;46,"Cấp mới Giấy chứng nhận đủ điều kiện về an ninh, trật tự (thực hiện tại cấp tỉnh) | Cấp mới Giấy chứng nhận đủ điều kiện về an ninh, trật tự thực hiện tại Cục",Quản lý ngành nghề kinh doanh có điều kiện,facet_docs,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0743,cấp mới giấy chứng nhận đủ điều kiện về an ninh trật tự nộp ở đâu,antt_cap_moi,cấp mới giấy chứng nhận đủ điều kiện về an ninh trật tự,46;47,45;46,"Cấp mới Giấy chứng nhận đủ điều kiện về an ninh, trật tự (thực hiện tại cấp tỉnh) | Cấp mới Giấy chứng nhận đủ điều kiện về an ninh, trật tự thực hiện tại Cục",Quản lý ngành nghề kinh doanh có điều kiện,facet_place,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0744,cấp mới giấy chứng nhận đủ điều kiện về an ninh trật tự mất bao lâu,antt_cap_moi,cấp mới giấy chứng nhận đủ điều kiện về an ninh trật tự,46;47,45;46,"Cấp mới Giấy chứng nhận đủ điều kiện về an ninh, trật tự (thực hiện tại cấp tỉnh) | Cấp mới Giấy chứng nhận đủ điều kiện về an ninh, trật tự thực hiện tại Cục",Quản lý ngành nghề kinh doanh có điều kiện,facet_time,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0745,hồ sơ cấp mới giấy chứng nhận đủ điều kiện về an ninh trật tự gồm những gì,antt_cap_moi,cấp mới giấy chứng nhận đủ điều kiện về an ninh trật tự,46;47,45;46,"Cấp mới Giấy chứng nhận đủ điều kiện về an ninh, trật tự (thực hiện tại cấp tỉnh) | Cấp mới Giấy chứng nhận đủ điều kiện về an ninh, trật tự thực hiện tại Cục",Quản lý ngành nghề kinh doanh có điều kiện,facet_docs,easy,1,,search_procedures,get_procedure|search_procedures,1
Q0746,cap moi giay chung nhan du dieu kien ve an ninh trat tu can giay to gi,antt_cap_moi,cấp mới giấy chứng nhận đủ điều kiện về an ninh trật tự,46;47,45;46,"Cấp mới Giấy chứng nhận đủ điều kiện về an ninh, trật tự (thực hiện tại cấp tỉnh) | Cấp mới Giấy chứng nhận đủ điều kiện về an ninh, trật tự thực hiện tại Cục",Quản lý ngành nghề kinh doanh có điều kiện,no_diacritics,hard,1,,search_procedures,get_procedure|search_procedures,1
